"numGeoids","profile","category","variable","base","estimate","moe","cv","percent","percent_moe","is_reliable","comparison_estimate","comparison_moe","comparison_cv","comparison_percent","comparison_percent_moe","comparison_is_reliable","difference_estimate","difference_moe","difference_reliable","difference_percent","difference_percent_moe","difference_percent_reliable"
"","demographic","poppyramid_only","pop","Pop","28288","1201.64179354748","2.58230109397452","1","0","true","8560072","0","0","1","0","true","-8531784","1201.64179354748","true","0","0",""
"","demographic","sex_and_age","fem","Pop_1","14006","723.293854529402","3.13931395676018","0.495121606334842","0.0145401775816248","true","4480165","304","0","0.523","0.001","true","-4466159","784.582691626574","true","-2.7878393665158043","1.4574524489848182","false"
"","demographic","sex_and_age","male","Pop_1","14282","789.41814015134","3.36009975423968","0.504878393665158","0.017855304259469","true","4079907","304","0","0.477","0.001","true","-4065625","845.9296661070592","true","2.7878393665158043","1.7883285218276082","false"
"","demographic","sex_and_age","mdage","median","34.36530833032816","1.000097409791717","1.7691153688984225","","","true","36.2","0.2","0.3","","","true","-1.834691669671841","1.019899421056852","false","","",""
"","demographic","sex_and_age","pop10t14","Pop_1","1712","251.374223022171","8.92588071407872","0.0605203619909502","0.00850624669980164","true","466865","3232","0.4","0.055","0.001","true","-465153","3241.7607869798167","true","0.5520361990950198","0.8564825329093776","false"
"","demographic","sex_and_age","pop15t19","Pop_1","1330","220.317952060199","10.0700665978106","0.0470164027149321","0.00752796029294526","true","470754","269","0","0.055","0.001","true","-469424","347.70821100457226","true","-0.7983597285067905","0.7594088896777579","false"
"","demographic","sex_and_age","pop20t24","Pop_1","1688","263.634216292195","9.49431050188692","0.0596719457013575","0.00896831411440046","true","605829","302","0","0.071","0.001","true","-604141","400.88277588342436","true","-1.1328054298642503","0.902389373023389","false"
"","demographic","sex_and_age","pop25t29","Pop_1","2758","377.430788357283","8.31911561739781","0.0974971719457014","0.0126833739105049","true","799350","267","0","0.093","0","true","-796592","462.32347982770693","true","0.44971719457013926","1.26833739105049","false"
"","demographic","sex_and_age","pop30t34","Pop_1","2773","358.754790908777","7.86469595346303","0.0980274321266968","0.0119791139284497","true","728269","337","0","0.085","0","true","-725496","492.2133683678251","true","1.3027432126696805","1.19791139284497","false"
"","demographic","sex_and_age","pop35t39","Pop_1","2078","276.615256267618","8.0921641474184","0.0734587104072398","0.00926728817901569","true","616797","4458","0.4","0.072","0.001","true","-614719","4466.573630871879","true","0.14587104072398027","0.9321085247594506","false"
"","demographic","sex_and_age","pop40t44","Pop_1","2055","305.339155694123","9.03243348032816","0.0726456447963801","0.0103434267724449","true","560621","4496","0.5","0.065","0.001","true","-558566","4506.356399576048","true","0.7645644796380093","1.039165421850294","false"
"","demographic","sex_and_age","pop45t49","Pop_1","1797","259.158252810903","8.76700115900371","0.0635251696832579","0.00875498968182297","true","554744","333","0","0.065","0","true","-552947","421.96208360467637","true","-0.14748303167421017","0.8754989681822971","false"
"","demographic","sex_and_age","pop50t54","Pop_1","1962","278.278637340346","8.62213786379962","0.0693580316742081","0.00938577892038941","true","555927","250","0","0.065","0","true","-553965","374.0842151173982","true","0.4358031674208105","0.9385778920389409","false"
"","demographic","sex_and_age","pop55t59","Pop_1","1572","261.336947253924","10.1060715737381","0.0555712669683258","0.00893175769416124","true","517646","3786","0.4","0.06","0.001","true","-516074","3795.00895914621","true","-0.4428733031674197","0.898756337987157","false"
"","demographic","sex_and_age","pop5t9","Pop_1","1729","259.027025617019","9.10718550937852","0.0611213235294118","0.00878097584360887","true","486318","3271","0.4","0.057","0.001","true","-484589","3281.2400095086005","true","0.4121323529411791","0.88377336894728","false"
"","demographic","sex_and_age","pop60t64","Pop_1","1359","228.473193175917","10.2199763895729","0.04804157239819","0.00781461036865625","true","468326","3789","0.5","0.055","0.001","true","-466967","3795.882110919674","true","-0.6958427601809998","0.7878333276392271","false"
"","demographic","sex_and_age","pop65pl1","Pop_1","2969","355.799100617188","7.2849864121185","0.104956165158371","0.011761039462819","true","1168268","139","0","0.136","0.001","true","-1165299","381.986910770513","true","-3.104383484162902","1.1803476150947474","false"
"","demographic","sex_and_age","pop65pl2","Pop65pl2","2969","355.799100617188","7.2849864121185","1","0","true","1168268","139","0","1","0","true","-1165299","381.986910770513","true","0","0",""
"","demographic","sex_and_age","pop65plf","Pop65pl2","1766","235.13613078385","8.09399191013815","0.59481306837319","0.0345132520307632","true","692365","63","0","0.593","0.001","true","-690599","243.42966129870004","true","0.18130683731900632","3.45277361803374","false"
"","demographic","sex_and_age","pop65plm","Pop65pl2","1203","213.384629249625","10.7828013173563","0.40518693162681","0.0529873541131138","true","475903","117","0","0.407","0.001","true","-474700","243.35570673399033","true","-0.1813068373189921","5.299678948680305","false"
"","demographic","sex_and_age","pop65t69","Pop_1","1163","210.371100676875","10.9961451061674","0.0411128393665158","0.00722879052034852","true","378022","3504","0.6","0.044","0","true","-376859","3510.3093880739343","true","-0.2887160633484189","0.722879052034852","false"
"","demographic","sex_and_age","pop70t74","Pop_1","615","147.824219937059","14.6118288913988","0.0217406674208145","0.00514343395470778","true","272617","2829","0.6","0.032","0","true","-272002","2832.8595094003513","true","-1.0259332579185503","0.514343395470778","false"
"","demographic","sex_and_age","pop75t79","Pop_1","636","160.112460477003","15.303899798991","0.0224830316742081","0.00557892692280003","true","204441","2445","0.7","0.024","0","true","-203805","2450.2369273194786","true","-0.15169683257918987","0.5578926922800029","false"
"","demographic","sex_and_age","pop80t84","Pop_1","350","108.935760886864","18.9206705839104","0.0123727375565611","0.00381491882574343","true","147588","2401","1","0.017","0","true","-147238","2403.4699914914686","true","-0.4627262443438902","0.38149188257434297","false"
"","demographic","sex_and_age","pop85pl","Pop_1","205","93.3702308018996","27.68781401198","0.00724688914027149","0.00328631436768132","false","165600","2313","0.8","0.019","0.001","true","-165395","2314.883798379521","true","-1.1753110859728508","0.3435092738664951","true"
"","demographic","sex_and_age","pop_1","Pop_1","28288","1201.64179354748","2.58230109397452","1","0","true","8560072","0","0","1","0","true","-8531784","1201.64179354748","true","0","0",""
"","demographic","sex_and_age","popu181","Pop_1","6751","641.535657621617","5.77679278964518","0.238652432126697","0.0202867393905589","true","1794644","111","0","0.21","0.001","true","-1787893","651.0675848174294","true","2.8652432126697","2.0311371078793625","false"
"","demographic","sex_and_age","popu18_2","PopU18_2","6751","641.535657621617","5.77679278964518","1","0","true","1794644","111","0","1","0","true","-1787893","651.0675848174294","true","0","0",""
"","demographic","sex_and_age","popu18f","PopU18_2","3110","399.642340099244","7.81169362677986","0.460672492964005","0.0398488094670928","true","879063","286","0","0.49","0","true","-875953","491.4366693684953","true","-2.9327507035995026","3.9848809467092803","false"
"","demographic","sex_and_age","popu18m","PopU18_2","3641","422.619213950336","7.05606636258178","0.539327507035995","0.0359469378880065","true","915581","298","0","0.51","0","true","-911940","517.1179749341536","true","2.9327507035994955","3.59469378880065","false"
"","demographic","sex_and_age","popu5","Pop_1","2506","435.348136552805","10.5606274194894","0.0885888009049774","0.0149226755382032","true","560358","242","0","0.065","0.001","true","-557852","498.08834557736816","true","2.35888009049774","1.4956144062507828","false"
